Ref_Date,GEO,LEVEL,SEX,STATS,Vector,Coordinate,Value
2010,Prince Edward Island,Doctorate,Females,25th percentile,v88834165,3.4.3.1,x
2000,Prince Edward Island,Doctorate,Females,Median,v88834166,3.4.3.2,x
2005,Prince Edward Island,Doctorate,Females,Median,v88834166,3.4.3.2,..
2010,Prince Edward Island,Doctorate,Females,Median,v88834166,3.4.3.2,x
2000,Prince Edward Island,Doctorate,Females,75th percentile,v88834167,3.4.3.3,x
2005,Prince Edward Island,Doctorate,Females,75th percentile,v88834167,3.4.3.3,..
2010,Prince Edward Island,Doctorate,Females,75th percentile,v88834167,3.4.3.3,x
2000,Nova Scotia,College,Both sexes,25th percentile,v88834168,4.1.1.1,18700.00
2005,Nova Scotia,College,Both sexes,25th percentile,v88834168,4.1.1.1,23400.00
2010,Nova Scotia,College,Both sexes,25th percentile,v88834168,4.1.1.1,29100.00
2000,Nova Scotia,College,Both sexes,Median,v88834169,4.1.1.2,24000.00
2005,Nova Scotia,College,Both sexes,Median,v88834169,4.1.1.2,30700.00
2010,Nova Scotia,College,Both sexes,Median,v88834169,4.1.1.2,37000.00
2000,Nova Scotia,College,Both sexes,75th percentile,v88834170,4.1.1.3,31700.00
2005,Nova Scotia,College,Both sexes,75th percentile,v88834170,4.1.1.3,37500.00
2010,Nova Scotia,College,Both sexes,75th percentile,v88834170,4.1.1.3,47800.00
2000,Nova Scotia,College,Males,25th percentile,v88834171,4.1.2.1,21800.00
2005,Nova Scotia,College,Males,25th percentile,v88834171,4.1.2.1,26000.00
2010,Nova Scotia,College,Males,25th percentile,v88834171,4.1.2.1,33800.00
2000,Nova Scotia,College,Males,Median,v88834172,4.1.2.2,29100.00
2005,Nova Scotia,College,Males,Median,v88834172,4.1.2.2,32800.00
2010,Nova Scotia,College,Males,Median,v88834172,4.1.2.2,41600.00
2000,Nova Scotia,College,Males,75th percentile,v88834173,4.1.2.3,36700.00
2005,Nova Scotia,College,Males,75th percentile,v88834173,4.1.2.3,44200.00
2010,Nova Scotia,College,Males,75th percentile,v88834173,4.1.2.3,57200.00
2000,Nova Scotia,College,Females,25th percentile,v88834174,4.1.3.1,17200.00
2005,Nova Scotia,College,Females,25th percentile,v88834174,4.1.3.1,21100.00
2010,Nova Scotia,College,Females,25th percentile,v88834174,4.1.3.1,27000.00
2000,Nova Scotia,College,Females,Median,v88834175,4.1.3.2,21200.00
2005,Nova Scotia,College,Females,Median,v88834175,4.1.3.2,27200.00
2010,Nova Scotia,College,Females,Median,v88834175,4.1.3.2,34000.00
2000,Nova Scotia,College,Females,75th percentile,v88834176,4.1.3.3,26000.00
2005,Nova Scotia,College,Females,75th percentile,v88834176,4.1.3.3,32100.00
2010,Nova Scotia,College,Females,75th percentile,v88834176,4.1.3.3,42100.00
2000,Nova Scotia,Bachelor's,Both sexes,25th percentile,v88834177,4.2.1.1,26000.00
2005,Nova Scotia,Bachelor's,Both sexes,25th percentile,v88834177,4.2.1.1,30000.00
2010,Nova Scotia,Bachelor's,Both sexes,25th percentile,v88834177,4.2.1.1,38000.00
2000,Nova Scotia,Bachelor's,Both sexes,Median,v88834178,4.2.1.2,37300.00
2005,Nova Scotia,Bachelor's,Both sexes,Median,v88834178,4.2.1.2,40000.00
2010,Nova Scotia,Bachelor's,Both sexes,Median,v88834178,4.2.1.2,52000.00
2000,Nova Scotia,Bachelor's,Both sexes,75th percentile,v88834179,4.2.1.3,49200.00
2005,Nova Scotia,Bachelor's,Both sexes,75th percentile,v88834179,4.2.1.3,55000.00
2010,Nova Scotia,Bachelor's,Both sexes,75th percentile,v88834179,4.2.1.3,70000.00
2000,Nova Scotia,Bachelor's,Males,25th percentile,v88834180,4.2.2.1,30000.00
2005,Nova Scotia,Bachelor's,Males,25th percentile,v88834180,4.2.2.1,31200.00
2010,Nova Scotia,Bachelor's,Males,25th percentile,v88834180,4.2.2.1,38500.00
2000,Nova Scotia,Bachelor's,Males,Median,v88834181,4.2.2.2,40000.00
2005,Nova Scotia,Bachelor's,Males,Median,v88834181,4.2.2.2,42000.00
2010,Nova Scotia,Bachelor's,Males,Median,v88834181,4.2.2.2,54600.00
2000,Nova Scotia,Bachelor's,Males,75th percentile,v88834182,4.2.2.3,55000.00
2005,Nova Scotia,Bachelor's,Males,75th percentile,v88834182,4.2.2.3,55000.00
2010,Nova Scotia,Bachelor's,Males,75th percentile,v88834182,4.2.2.3,72000.00
2000,Nova Scotia,Bachelor's,Females,25th percentile,v88834183,4.2.3.1,23500.00
2005,Nova Scotia,Bachelor's,Females,25th percentile,v88834183,4.2.3.1,27500.00
2010,Nova Scotia,Bachelor's,Females,25th percentile,v88834183,4.2.3.1,38000.00
2000,Nova Scotia,Bachelor's,Females,Median,v88834184,4.2.3.2,34500.00
2005,Nova Scotia,Bachelor's,Females,Median,v88834184,4.2.3.2,38000.00
2010,Nova Scotia,Bachelor's,Females,Median,v88834184,4.2.3.2,48500.00
2000,Nova Scotia,Bachelor's,Females,75th percentile,v88834185,4.2.3.3,46200.00
2005,Nova Scotia,Bachelor's,Females,75th percentile,v88834185,4.2.3.3,53400.00
2010,Nova Scotia,Bachelor's,Females,75th percentile,v88834185,4.2.3.3,69400.00
2000,Nova Scotia,Master's,Both sexes,25th percentile,v88834186,4.3.1.1,40000.00
2005,Nova Scotia,Master's,Both sexes,25th percentile,v88834186,4.3.1.1,51000.00
2010,Nova Scotia,Master's,Both sexes,25th percentile,v88834186,4.3.1.1,54300.00
2000,Nova Scotia,Master's,Both sexes,Median,v88834187,4.3.1.2,52000.00
2005,Nova Scotia,Master's,Both sexes,Median,v88834187,4.3.1.2,63000.00
2010,Nova Scotia,Master's,Both sexes,Median,v88834187,4.3.1.2,70000.00
2000,Nova Scotia,Master's,Both sexes,75th percentile,v88834188,4.3.1.3,61000.00
2005,Nova Scotia,Master's,Both sexes,75th percentile,v88834188,4.3.1.3,75000.00
2010,Nova Scotia,Master's,Both sexes,75th percentile,v88834188,4.3.1.3,82600.00
2000,Nova Scotia,Master's,Males,25th percentile,v88834189,4.3.2.1,41000.00
2005,Nova Scotia,Master's,Males,25th percentile,v88834189,4.3.2.1,50000.00
2010,Nova Scotia,Master's,Males,25th percentile,v88834189,4.3.2.1,52000.00
2000,Nova Scotia,Master's,Males,Median,v88834190,4.3.2.2,53000.00
2005,Nova Scotia,Master's,Males,Median,v88834190,4.3.2.2,65000.00
2010,Nova Scotia,Master's,Males,Median,v88834190,4.3.2.2,70000.00
2000,Nova Scotia,Master's,Males,75th percentile,v88834191,4.3.2.3,62400.00
2005,Nova Scotia,Master's,Males,75th percentile,v88834191,4.3.2.3,83000.00
2010,Nova Scotia,Master's,Males,75th percentile,v88834191,4.3.2.3,85000.00
2000,Nova Scotia,Master's,Females,25th percentile,v88834192,4.3.3.1,40000.00
2005,Nova Scotia,Master's,Females,25th percentile,v88834192,4.3.3.1,51900.00
2010,Nova Scotia,Master's,Females,25th percentile,v88834192,4.3.3.1,55000.00
2000,Nova Scotia,Master's,Females,Median,v88834193,4.3.3.2,50800.00
2005,Nova Scotia,Master's,Females,Median,v88834193,4.3.3.2,62000.00
2010,Nova Scotia,Master's,Females,Median,v88834193,4.3.3.2,70000.00
2000,Nova Scotia,Master's,Females,75th percentile,v88834194,4.3.3.3,60000.00
2005,Nova Scotia,Master's,Females,75th percentile,v88834194,4.3.3.3,70000.00
2010,Nova Scotia,Master's,Females,75th percentile,v88834194,4.3.3.3,81000.00
2000,Nova Scotia,Doctorate,Both sexes,25th percentile,v88834195,4.4.1.1,36000.00
2005,Nova Scotia,Doctorate,Both sexes,25th percentile,v88834195,4.4.1.1,46000.00
2010,Nova Scotia,Doctorate,Both sexes,25th percentile,v88834195,4.4.1.1,54000.00
2000,Nova Scotia,Doctorate,Both sexes,Median,v88834196,4.4.1.2,52000.00
2005,Nova Scotia,Doctorate,Both sexes,Median,v88834196,4.4.1.2,57500.00
2010,Nova Scotia,Doctorate,Both sexes,Median,v88834196,4.4.1.2,76000.00
2000,Nova Scotia,Doctorate,Both sexes,75th percentile,v88834197,4.4.1.3,62000.00
2005,Nova Scotia,Doctorate,Both sexes,75th percentile,v88834197,4.4.1.3,70000.00
2010,Nova Scotia,Doctorate,Both sexes,75th percentile,v88834197,4.4.1.3,98000.00
2000,Nova Scotia,Doctorate,Males,25th percentile,v88834198,4.4.2.1,x
2005,Nova Scotia,Doctorate,Males,25th percentile,v88834198,4.4.2.1,x
2010,Nova Scotia,Doctorate,Males,25th percentile,v88834198,4.4.2.1,x
2000,Nova Scotia,Doctorate,Males,Median,v88834199,4.4.2.2,52000.00
2005,Nova Scotia,Doctorate,Males,Median,v88834199,4.4.2.2,57200.00
2010,Nova Scotia,Doctorate,Males,Median,v88834199,4.4.2.2,72000.00
2000,Nova Scotia,Doctorate,Males,75th percentile,v88834200,4.4.2.3,x
2005,Nova Scotia,Doctorate,Males,75th percentile,v88834200,4.4.2.3,x
2010,Nova Scotia,Doctorate,Males,75th percentile,v88834200,4.4.2.3,x
2000,Nova Scotia,Doctorate,Females,25th percentile,v88834201,4.4.3.1,x
2005,Nova Scotia,Doctorate,Females,25th percentile,v88834201,4.4.3.1,x
2010,Nova Scotia,Doctorate,Females,25th percentile,v88834201,4.4.3.1,x
2000,Nova Scotia,Doctorate,Females,Median,v88834202,4.4.3.2,57900.00
2005,Nova Scotia,Doctorate,Females,Median,v88834202,4.4.3.2,57800.00
2010,Nova Scotia,Doctorate,Females,Median,v88834202,4.4.3.2,76000.00
2000,Nova Scotia,Doctorate,Females,75th percentile,v88834203,4.4.3.3,x
2005,Nova Scotia,Doctorate,Females,75th percentile,v88834203,4.4.3.3,x
2010,Nova Scotia,Doctorate,Females,75th percentile,v88834203,4.4.3.3,x
2000,New Brunswick,College,Both sexes,25th percentile,v88834204,5.1.1.1,21800.00
2005,New Brunswick,College,Both sexes,25th percentile,v88834204,5.1.1.1,25000.00
2010,New Brunswick,College,Both sexes,25th percentile,v88834204,5.1.1.1,27000.00
2000,New Brunswick,College,Both sexes,Median,v88834205,5.1.1.2,27000.00
2005,New Brunswick,College,Both sexes,Median,v88834205,5.1.1.2,31200.00
2010,New Brunswick,College,Both sexes,Median,v88834205,5.1.1.2,34500.00
2000,New Brunswick,College,Both sexes,75th percentile,v88834206,5.1.1.3,34300.00
2005,New Brunswick,College,Both sexes,75th percentile,v88834206,5.1.1.3,38900.00
2010,New Brunswick,College,Both sexes,75th percentile,v88834206,5.1.1.3,42900.00
2000,New Brunswick,College,Males,25th percentile,v88834207,5.1.2.1,24600.00
2005,New Brunswick,College,Males,25th percentile,v88834207,5.1.2.1,27000.00
2010,New Brunswick,College,Males,25th percentile,v88834207,5.1.2.1,29100.00
2000,New Brunswick,College,Males,Median,v88834208,5.1.2.2,29400.00
2005,New Brunswick,College,Males,Median,v88834208,5.1.2.2,33300.00
2010,New Brunswick,College,Males,Median,v88834208,5.1.2.2,38000.00
2000,New Brunswick,College,Males,75th percentile,v88834209,5.1.2.3,37700.00
2005,New Brunswick,College,Males,75th percentile,v88834209,5.1.2.3,41500.00
2010,New Brunswick,College,Males,75th percentile,v88834209,5.1.2.3,46200.00
2000,New Brunswick,College,Females,25th percentile,v88834210,5.1.3.1,18700.00
2005,New Brunswick,College,Females,25th percentile,v88834210,5.1.3.1,22300.00
2010,New Brunswick,College,Females,25th percentile,v88834210,5.1.3.1,25000.00
2000,New Brunswick,College,Females,Median,v88834211,5.1.3.2,25000.00
2005,New Brunswick,College,Females,Median,v88834211,5.1.3.2,28100.00
2010,New Brunswick,College,Females,Median,v88834211,5.1.3.2,31200.00
2000,New Brunswick,College,Females,75th percentile,v88834212,5.1.3.3,30900.00
2005,New Brunswick,College,Females,75th percentile,v88834212,5.1.3.3,34600.00
2010,New Brunswick,College,Females,75th percentile,v88834212,5.1.3.3,40300.00
2000,New Brunswick,Bachelor's,Both sexes,25th percentile,v88834213,5.2.1.1,26900.00
2005,New Brunswick,Bachelor's,Both sexes,25th percentile,v88834213,5.2.1.1,30900.00
2010,New Brunswick,Bachelor's,Both sexes,25th percentile,v88834213,5.2.1.1,37400.00
2000,New Brunswick,Bachelor's,Both sexes,Median,v88834214,5.2.1.2,36000.00
2005,New Brunswick,Bachelor's,Both sexes,Median,v88834214,5.2.1.2,41600.00
2010,New Brunswick,Bachelor's,Both sexes,Median,v88834214,5.2.1.2,52000.00
2000,New Brunswick,Bachelor's,Both sexes,75th percentile,v88834215,5.2.1.3,47000.00
2005,New Brunswick,Bachelor's,Both sexes,75th percentile,v88834215,5.2.1.3,50900.00
2010,New Brunswick,Bachelor's,Both sexes,75th percentile,v88834215,5.2.1.3,65000.00
2000,New Brunswick,Bachelor's,Males,25th percentile,v88834216,5.2.2.1,27000.00
2005,New Brunswick,Bachelor's,Males,25th percentile,v88834216,5.2.2.1,31200.00
2010,New Brunswick,Bachelor's,Males,25th percentile,v88834216,5.2.2.1,40000.00
2000,New Brunswick,Bachelor's,Males,Median,v88834217,5.2.2.2,38000.00
2005,New Brunswick,Bachelor's,Males,Median,v88834217,5.2.2.2,42000.00
2010,New Brunswick,Bachelor's,Males,Median,v88834217,5.2.2.2,53000.00
2000,New Brunswick,Bachelor's,Males,75th percentile,v88834218,5.2.2.3,52000.00
2005,New Brunswick,Bachelor's,Males,75th percentile,v88834218,5.2.2.3,50600.00
2010,New Brunswick,Bachelor's,Males,75th percentile,v88834218,5.2.2.3,70000.00
2000,New Brunswick,Bachelor's,Females,25th percentile,v88834219,5.2.3.1,26200.00
2005,New Brunswick,Bachelor's,Females,25th percentile,v88834219,5.2.3.1,30000.00
2010,New Brunswick,Bachelor's,Females,25th percentile,v88834219,5.2.3.1,37200.00
2000,New Brunswick,Bachelor's,Females,Median,v88834220,5.2.3.2,34000.00
2005,New Brunswick,Bachelor's,Females,Median,v88834220,5.2.3.2,40400.00
2010,New Brunswick,Bachelor's,Females,Median,v88834220,5.2.3.2,48000.00
2000,New Brunswick,Bachelor's,Females,75th percentile,v88834221,5.2.3.3,43300.00
2005,New Brunswick,Bachelor's,Females,75th percentile,v88834221,5.2.3.3,51000.00
2010,New Brunswick,Bachelor's,Females,75th percentile,v88834221,5.2.3.3,60500.00
2000,New Brunswick,Master's,Both sexes,25th percentile,v88834222,5.3.1.1,40000.00
2005,New Brunswick,Master's,Both sexes,25th percentile,v88834222,5.3.1.1,45000.00
2010,New Brunswick,Master's,Both sexes,25th percentile,v88834222,5.3.1.1,50000.00
2000,New Brunswick,Master's,Both sexes,Median,v88834223,5.3.1.2,50000.00
2005,New Brunswick,Master's,Both sexes,Median,v88834223,5.3.1.2,57000.00
2010,New Brunswick,Master's,Both sexes,Median,v88834223,5.3.1.2,68500.00
2000,New Brunswick,Master's,Both sexes,75th percentile,v88834224,5.3.1.3,60000.00
2005,New Brunswick,Master's,Both sexes,75th percentile,v88834224,5.3.1.3,69400.00
2010,New Brunswick,Master's,Both sexes,75th percentile,v88834224,5.3.1.3,80000.00
2000,New Brunswick,Master's,Males,25th percentile,v88834225,5.3.2.1,45800.00
2005,New Brunswick,Master's,Males,25th percentile,v88834225,5.3.2.1,46000.00
2010,New Brunswick,Master's,Males,25th percentile,v88834225,5.3.2.1,46000.00
2000,New Brunswick,Master's,Males,Median,v88834226,5.3.2.2,57000.00
2005,New Brunswick,Master's,Males,Median,v88834226,5.3.2.2,57000.00
2010,New Brunswick,Master's,Males,Median,v88834226,5.3.2.2,71000.00
2000,New Brunswick,Master's,Males,75th percentile,v88834227,5.3.2.3,65000.00
2005,New Brunswick,Master's,Males,75th percentile,v88834227,5.3.2.3,71100.00
2010,New Brunswick,Master's,Males,75th percentile,v88834227,5.3.2.3,85000.00
2000,New Brunswick,Master's,Females,25th percentile,v88834228,5.3.3.1,40000.00
2005,New Brunswick,Master's,Females,25th percentile,v88834228,5.3.3.1,43100.00
2010,New Brunswick,Master's,Females,25th percentile,v88834228,5.3.3.1,52000.00
2000,New Brunswick,Master's,Females,Median,v88834229,5.3.3.2,48000.00
2005,New Brunswick,Master's,Females,Median,v88834229,5.3.3.2,57000.00
2010,New Brunswick,Master's,Females,Median,v88834229,5.3.3.2,65000.00
2000,New Brunswick,Master's,Females,75th percentile,v88834230,5.3.3.3,55400.00
2005,New Brunswick,Master's,Females,75th percentile,v88834230,5.3.3.3,67000.00
2010,New Brunswick,Master's,Females,75th percentile,v88834230,5.3.3.3,80000.00
2000,New Brunswick,Doctorate,Both sexes,25th percentile,v88834231,5.4.1.1,x
2005,New Brunswick,Doctorate,Both sexes,25th percentile,v88834231,5.4.1.1,59300.00
2010,New Brunswick,Doctorate,Both sexes,25th percentile,v88834231,5.4.1.1,67000.00
2000,New Brunswick,Doctorate,Both sexes,Median,v88834232,5.4.1.2,x
2005,New Brunswick,Doctorate,Both sexes,Median,v88834232,5.4.1.2,68900.00
2010,New Brunswick,Doctorate,Both sexes,Median,v88834232,5.4.1.2,81000.00
2000,New Brunswick,Doctorate,Both sexes,75th percentile,v88834233,5.4.1.3,x
2005,New Brunswick,Doctorate,Both sexes,75th percentile,v88834233,5.4.1.3,75000.00
2010,New Brunswick,Doctorate,Both sexes,75th percentile,v88834233,5.4.1.3,92000.00
2000,New Brunswick,Doctorate,Males,25th percentile,v88834234,5.4.2.1,x
2005,New Brunswick,Doctorate,Males,25th percentile,v88834234,5.4.2.1,x
2010,New Brunswick,Doctorate,Males,25th percentile,v88834234,5.4.2.1,x
2000,New Brunswick,Doctorate,Males,Median,v88834235,5.4.2.2,x
2005,New Brunswick,Doctorate,Males,Median,v88834235,5.4.2.2,x
2010,New Brunswick,Doctorate,Males,Median,v88834235,5.4.2.2,92000.00
2000,New Brunswick,Doctorate,Males,75th percentile,v88834236,5.4.2.3,x
2005,New Brunswick,Doctorate,Males,75th percentile,v88834236,5.4.2.3,x
2010,New Brunswick,Doctorate,Males,75th percentile,v88834236,5.4.2.3,x
2000,New Brunswick,Doctorate,Females,25th percentile,v88834237,5.4.3.1,x
2005,New Brunswick,Doctorate,Females,25th percentile,v88834237,5.4.3.1,x
2010,New Brunswick,Doctorate,Females,25th percentile,v88834237,5.4.3.1,x
2000,New Brunswick,Doctorate,Females,Median,v88834238,5.4.3.2,x
2005,New Brunswick,Doctorate,Females,Median,v88834238,5.4.3.2,68300.00
2010,New Brunswick,Doctorate,Females,Median,v88834238,5.4.3.2,81000.00
2000,New Brunswick,Doctorate,Females,75th percentile,v88834239,5.4.3.3,x
2005,New Brunswick,Doctorate,Females,75th percentile,v88834239,5.4.3.3,x
2010,New Brunswick,Doctorate,Females,75th percentile,v88834239,5.4.3.3,x
2000,Quebec,College,Both sexes,25th percentile,v88834240,6.1.1.1,23400.00
2005,Quebec,College,Both sexes,25th percentile,v88834240,6.1.1.1,26200.00
2010,Quebec,College,Both sexes,25th percentile,v88834240,6.1.1.1,32700.00
2000,Quebec,College,Both sexes,Median,v88834241,6.1.1.2,28000.00
2005,Quebec,College,Both sexes,Median,v88834241,6.1.1.2,32600.00
2010,Quebec,College,Both sexes,Median,v88834241,6.1.1.2,40000.00
2000,Quebec,College,Both sexes,75th percentile,v88834242,6.1.1.3,33800.00
2005,Quebec,College,Both sexes,75th percentile,v88834242,6.1.1.3,39000.00
2010,Quebec,College,Both sexes,75th percentile,v88834242,6.1.1.3,47800.00
2000,Quebec,College,Males,25th percentile,v88834243,6.1.2.1,26000.00
2005,Quebec,College,Males,25th percentile,v88834243,6.1.2.1,30000.00
2010,Quebec,College,Males,25th percentile,v88834243,6.1.2.1,35000.00
2000,Quebec,College,Males,Median,v88834244,6.1.2.2,32200.00
2005,Quebec,College,Males,Median,v88834244,6.1.2.2,35400.00
2010,Quebec,College,Males,Median,v88834244,6.1.2.2,44100.00
2000,Quebec,College,Males,75th percentile,v88834245,6.1.2.3,39300.00
2005,Quebec,College,Males,75th percentile,v88834245,6.1.2.3,41000.00
2010,Quebec,College,Males,75th percentile,v88834245,6.1.2.3,55000.00
2000,Quebec,College,Females,25th percentile,v88834246,6.1.3.1,21600.00
2005,Quebec,College,Females,25th percentile,v88834246,6.1.3.1,25200.00
2010,Quebec,College,Females,25th percentile,v88834246,6.1.3.1,31300.00
2000,Quebec,College,Females,Median,v88834247,6.1.3.2,26000.00
2005,Quebec,College,Females,Median,v88834247,6.1.3.2,31000.00
2010,Quebec,College,Females,Median,v88834247,6.1.3.2,37100.00
2000,Quebec,College,Females,75th percentile,v88834248,6.1.3.3,30200.00
2005,Quebec,College,Females,75th percentile,v88834248,6.1.3.3,37000.00
2010,Quebec,College,Females,75th percentile,v88834248,6.1.3.3,45000.00
2000,Quebec,Bachelor's,Both sexes,25th percentile,v88834249,6.2.1.1,30600.00
2005,Quebec,Bachelor's,Both sexes,25th percentile,v88834249,6.2.1.1,36000.00
2010,Quebec,Bachelor's,Both sexes,25th percentile,v88834249,6.2.1.1,41600.00
2000,Quebec,Bachelor's,Both sexes,Median,v88834250,6.2.1.2,39000.00
2005,Quebec,Bachelor's,Both sexes,Median,v88834250,6.2.1.2,43000.00
2010,Quebec,Bachelor's,Both sexes,Median,v88834250,6.2.1.2,50000.00
2000,Quebec,Bachelor's,Both sexes,75th percentile,v88834251,6.2.1.3,50000.00
2005,Quebec,Bachelor's,Both sexes,75th percentile,v88834251,6.2.1.3,52500.00
2010,Quebec,Bachelor's,Both sexes,75th percentile,v88834251,6.2.1.3,62900.00
2000,Quebec,Bachelor's,Males,25th percentile,v88834252,6.2.2.1,35000.00
2005,Quebec,Bachelor's,Males,25th percentile,v88834252,6.2.2.1,37500.00
2010,Quebec,Bachelor's,Males,25th percentile,v88834252,6.2.2.1,47000.00
2000,Quebec,Bachelor's,Males,Median,v88834253,6.2.2.2,44000.00
2005,Quebec,Bachelor's,Males,Median,v88834253,6.2.2.2,45000.00
2010,Quebec,Bachelor's,Males,Median,v88834253,6.2.2.2,53000.00
2000,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,55000.00
2005,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,60000.00
2010,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,65000.00
2000,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,29000.00
2005,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,35000.00
2010,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,40000.00
2000,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,35700.00
2005,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,41000.00
2010,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,47300.00
2000,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,44600.00
2005,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,50000.00
2010,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,57500.00
2000,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,37500.00
2005,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,41600.00
2010,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,52000.00
2000,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,50000.00
2005,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,54000.00
2010,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,65000.00
2000,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,62000.00
2005,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,70000.00
2010,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,80000.00
2000,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,40000.00
2005,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,45000.00
2010,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,56000.00
2000,Quebec,Master's,Males,Median,v88834262,6.3.2.2,54000.00
2005,Quebec,Master's,Males,Median,v88834262,6.3.2.2,60000.00
2010,Quebec,Master's,Males,Median,v88834262,6.3.2.2,70000.00
2000,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,70000.00
2005,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,82000.00
2010,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,89000.00
2000,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,36000.00
2005,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,40000.00
2010,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,52000.00
2000,Quebec,Master's,Females,Median,v88834265,6.3.3.2,45000.00
2005,Quebec,Master's,Females,Median,v88834265,6.3.3.2,49300.00
2010,Quebec,Master's,Females,Median,v88834265,6.3.3.2,60000.00
2000,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,58000.00
2005,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,62000.00
2010,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,75500.00
2000,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,45600.00
2005,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,44200.00
2010,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,55000.00
2000,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,58000.00
2005,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,59000.00
2010,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,72800.00
2000,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,75000.00
2005,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,73500.00
2010,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,99000.00
2000,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,46800.00
2005,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,44200.00
2010,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,55000.00
2000,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,60000.00
2005,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,62000.00
2010,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,69400.00
2000,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,75000.00
2005,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,75000.00
2010,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,92000.00
2000,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,44400.00
2005,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,44000.00
2010,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,60000.00
2000,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,57000.00
2005,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,56000.00
2010,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,73000.00
2000,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,75000.00
2005,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,69900.00
2010,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,112000.00
2000,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,25000.00
2005,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,27000.00
2010,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,32000.00
2000,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,33500.00
2005,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,35000.00
2010,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,40600.00
2000,Ontario,College,Both sexes,75th percentile,v88834278,7.1.1.3,41200.00
2005,Ontario,College,Both sexes,75th percentile,v88834278,7.1.1.3,44200.00
